img, proc, rep, iter, time
3, 8, 1, 20000,  2.300103
3, 8, 2, 20000,  2.306901
3, 8, 3, 20000,  2.303153
3, 8, 4, 20000,  2.305138
3, 8, 5, 20000,  2.306646
3, 12, 0, 20000,  1.722911
3, 12, 1, 20000,  1.718320
3, 12, 2, 20000,  1.717884
3, 12, 3, 20000,  1.711267
3, 12, 4, 20000,  1.713593
3, 12, 5, 20000,  1.725221
3, 15, 0, 20000,  1.514154
3, 15, 1, 20000,  1.514761
3, 15, 2, 20000,  1.512611
3, 15, 3, 20000,  1.515252
3, 15, 4, 20000,  1.515775
3, 15, 5, 20000,  1.518199
3, 16, 0, 20000,  1.512213
3, 16, 1, 20000,  1.511832
3, 16, 2, 20000,  1.512082
3, 16, 3, 20000,  1.511893
3, 16, 4, 20000,  1.512719
3, 16, 5, 20000,  1.514157
3, 23, 0, 20000,  1.033901
3, 23, 1, 20000,  1.024530
3, 23, 2, 20000,  1.025900
3, 23, 3, 20000,  1.023809
3, 23, 4, 20000,  1.026309
3, 23, 5, 20000,  1.027686
3, 25, 0, 20000,  1.164638
3, 25, 1, 20000,  1.166049
3, 25, 2, 20000,  1.165003
3, 25, 3, 20000,  1.167390
3, 25, 4, 20000,  1.168039
3, 25, 5, 20000,  1.166268
3, 28, 0, 20000,  0.997562
3, 28, 1, 20000,  0.995148
3, 28, 2, 20000,  0.997641
3, 28, 3, 20000,  1.021822
3, 28, 4, 20000,  0.997403
3, 28, 5, 20000,  0.997037
3, 31, 0, 20000,  1.123311
3, 31, 1, 20000,  1.122708
3, 31, 2, 20000,  1.123267
3, 31, 3, 20000,  1.123220
3, 31, 4, 20000,  1.122673
3, 31, 5, 20000,  1.123519
3, 32, 0, 20000,  0.893098
3, 32, 1, 20000,  0.907759
3, 32, 2, 20000,  0.906939
3, 32, 3, 20000,  0.907015
3, 32, 4, 20000,  0.908861
3, 32, 5, 20000,  0.899950
3, 36, 0, 20000,  0.980104
3, 36, 1, 20000,  0.942232
3, 36, 2, 20000,  0.930167
3, 36, 3, 20000,  0.933718
3, 36, 4, 20000,  0.933270
3, 36, 5, 20000,  0.931024
